hand_value_id,game_id,player_hand_value,banker_hand_value
HVID-9YXI77,GID-ATWUCN,0,7
HVID-OCSLFM,GID-44IDLH,2,8
HVID-2KH5CJ,GID-KNR0X6,0,6
HVID-37O7RA,GID-D0VA3A,8,5
HVID-78AHXO,GID-TK3ACC,7,9
HVID-GT37IG,GID-9F9YMV,9,8
HVID-KB1ET6,GID-J05MCV,8,8
HVID-1JM3H9,GID-6GURU4,9,8
HVID-C3MRI7,GID-SIOZIS,9,0
HVID-56JDFS,GID-XWYG3U,9,7
HVID-3SVPPA,GID-9ARE1Q,5,8
HVID-3IASOA,GID-FDZUEG,7,6
HVID-OMYCYG,GID-NFDXJJ,9,8
HVID-9CKUPM,GID-4QALNX,4,7
HVID-TV8OFB,GID-QW18HB,4,9
HVID-6RXZDB,GID-8E2652,8,6
HVID-MB0S0Q,GID-IGW8TG,9,6
HVID-Z8XHFS,GID-028YEO,8,7
HVID-P8W0KV,GID-A30SHZ,3,9
HVID-QSV5JK,GID-83ZWC5,7,9
HVID-RO6MAP,GID-Z1TNAB,0,3
HVID-6Q7GRP,GID-XGS3YC,4,8
HVID-VM1CA2,GID-D4384M,7,6
HVID-FXTIPX,GID-01V88H,8,8
HVID-NC8HNU,GID-LKM8WG,6,7
HVID-9TGMCI,GID-1LKV8O,2,6
HVID-FBLT2A,GID-8U3LA6,9,8
HVID-77EGXZ,GID-QQER39,1,7
HVID-PT66BJ,GID-066WLO,1,8
HVID-DP34NA,GID-15VBC2,1,8
HVID-M570OV,GID-6LL882,0,0
HVID-D66ZAK,GID-K0C4PA,7,0
HVID-5P2NIF,GID-D49IOT,9,8
HVID-ORW92D,GID-TXB4D1,8,6
HVID-CC4DDD,GID-ZV5D0G,9,6
HVID-KSQMI2,GID-9X93MM,6,7
HVID-9H90D2,GID-M46479,2,9
HVID-2ZJYGF,GID-RBLZJP,9,7
HVID-0QIIF2,GID-5XPLBD,6,6
HVID-INV15S,GID-3O4NVF,9,0
HVID-OF21FA,GID-UZXRWO,8,1
HVID-TEMHTA,GID-Z5HK9W,6,5
HVID-6G6OCZ,GID-AAZAP9,6,1
HVID-XDUOMO,GID-L7YX47,8,6
HVID-CXJHBQ,GID-AOOGJR,3,6
HVID-VIPOZZ,GID-F9AK3D,6,8
HVID-ZHLD1Y,GID-HX7O79,9,7
HVID-X9Q31N,GID-ZX0ZJ5,5,7
HVID-MKOEI2,GID-6AIVF9,7,9
HVID-XZWSZA,GID-AJ5VOF,6,9
HVID-V6WPJ1,GID-AZEEG7,9,5
HVID-RZ20OA,GID-ZRTGOG,8,9
HVID-UXUJ7Z,GID-K073C7,5,7
HVID-1XKVR6,GID-G3HDXY,4,9
HVID-ARVDFF,GID-ETL6N7,8,6
HVID-9GM8SY,GID-PP9V20,8,7
HVID-3MUE7Y,GID-2YKP1G,0,6
HVID-6HVNV9,GID-PYDSBO,2,8
HVID-4YIAEK,GID-RR1FHQ,6,7
HVID-9IHUNQ,GID-AY6Y4K,7,3
HVID-KS7UEO,GID-EUYGMZ,1,0
HVID-WLMFEF,GID-L4JQMO,9,8
HVID-1JUW37,GID-ZMQ1JF,0,0
HVID-67IZ6W,GID-FMM6XV,1,7
HVID-6QA87K,GID-EASE4F,8,0
HVID-CKDEKC,GID-3RUL24,7,9
HVID-RO1GYX,GID-RODCO3,8,7
HVID-AKEVSV,GID-CC7XV0,4,7
HVID-U8YWK9,GID-59BSGE,4,8
HVID-GZ2TB9,GID-O7R3IB,7,1
HVID-NP3ZYO,GID-P4WX1X,6,7
HVID-OAN7SD,GID-EGBJ6L,6,5
HVID-UGHFJZ,GID-9YL9DG,6,9
HVID-4B6TQQ,GID-T2WE7B,3,3
HVID-LIGO9E,GID-YFNK1E,2,2
HVID-9VRHUN,GID-5C6HEB,4,7
HVID-IS9NOQ,GID-TXUWJ1,4,9
HVID-RWZD2M,GID-3OSAI7,0,9
HVID-VAJ8SA,GID-SM6POL,6,4
HVID-R1YYX6,GID-NQS7P8,8,7
HVID-WSI1LK,GID-NL8696,3,1
HVID-4163HT,GID-IXF77M,8,8
HVID-92VDW7,GID-QWEIUT,3,9
HVID-UPGL5C,GID-ZHJKYQ,7,7
HVID-X7N985,GID-JUFVW8,0,7
HVID-8XUL32,GID-09HAM7,7,6
HVID-XOWQC2,GID-09VELC,2,8
HVID-DERHJB,GID-DBBR5Z,8,2
HVID-ST1DCP,GID-1KH8HR,9,7
HVID-1SYWBO,GID-X2KGYV,6,0
HVID-V6B4MH,GID-ZEXALC,3,7
HVID-VOFKAD,GID-EMRIYS,0,7
HVID-0CGBBE,GID-BSXCN0,9,5
HVID-4CSDFK,GID-4HBCA4,6,7
HVID-7SJDZH,GID-5QZLEG,7,7
HVID-NP7JCZ,GID-IGHK9W,9,7
HVID-GCA57E,GID-X9E2TN,2,9
HVID-FQCJSS,GID-EK22L1,1,6
HVID-YDF85A,GID-ATHN26,6,6
HVID-TUXYSF,GID-AAF18C,1,7
HVID-1PETUU,GID-SANY92,0,6
HVID-L99GEI,GID-I688CT,9,1
HVID-QKWQ9A,GID-39EIBY,5,3
HVID-5Z64V6,GID-YNY43Y,6,9
HVID-6Y97UG,GID-WLOEGB,1,9
HVID-VNDXUI,GID-6XJ1H9,6,7
HVID-Y3YXV6,GID-IIN2W7,3,8
HVID-NA7BJR,GID-RC4ALD,8,4
HVID-23ZDZS,GID-IVZAJM,5,7
HVID-VDXHRE,GID-H46DE3,7,9
HVID-GJEXVX,GID-ODJL61,7,8
HVID-BV9VXP,GID-Y22QFY,8,7
HVID-6R90WF,GID-BMBN6Z,4,7
HVID-FCWCIY,GID-BUGC7Q,2,1
HVID-EECX6H,GID-8VFC81,8,1
HVID-SPXBKP,GID-655QW9,4,9
HVID-OR2XYI,GID-NUXCE4,9,4
HVID-7H4UD1,GID-M92MKX,4,3
HVID-NYODO4,GID-LRHQVJ,2,8
HVID-B0Y5BD,GID-R0BQEN,8,8
HVID-SMLZA5,GID-I3LADR,2,5
HVID-FH34QF,GID-M00NL9,7,0
HVID-ZNVU3A,GID-BE2IOK,7,7
HVID-DXR05O,GID-OTVYMX,7,8
HVID-PYFYVV,GID-HT30AX,7,8
HVID-4R9S0Z,GID-9C9PQR,1,8
HVID-MDFJ86,GID-5RFNJH,9,7
HVID-DT6Y0R,GID-FH8R80,6,7
HVID-OUUHCJ,GID-ILD39N,8,0
HVID-D7POGY,GID-GDHSR4,4,8
HVID-9UVPRC,GID-C78XSP,2,7
HVID-7R6H77,GID-R0XXD5,4,7
HVID-3I7BCO,GID-4FZ3M6,6,8
HVID-OBVLNC,GID-PR5G22,4,6
HVID-U01G91,GID-1JHEHB,1,9
HVID-SV8V5Z,GID-ZC6PE5,6,5
HVID-S1BZJN,GID-XKCWII,8,1
HVID-LO1PI7,GID-OZ229W,9,8
HVID-9GJGHX,GID-UA9L1R,4,7
HVID-6SCX5B,GID-1SWG7D,3,7
HVID-VZ2CJV,GID-K3MFKK,2,8
HVID-Z1A07U,GID-4AY1LU,9,8
HVID-GCF9BF,GID-TA4ZJU,7,9
HVID-S2LUTG,GID-OH5S99,7,7
HVID-Y9FKQ8,GID-5FNCXL,7,2
HVID-HMKF5V,GID-F23D1S,8,9
HVID-GQUZBM,GID-G0GHKB,6,8
HVID-QWR878,GID-5V1CPV,9,1
HVID-IXXPIV,GID-L24JOV,5,2
HVID-WUCE8C,GID-2WSPNY,9,8
HVID-XFQA5N,GID-74YWR9,9,5
HVID-OZEWSA,GID-822DIE,5,9
HVID-O6MXMV,GID-I6JWN1,1,7
HVID-K3O1ZL,GID-CJEEQ0,4,4
HVID-9W10UQ,GID-20IB6P,2,0
HVID-NQCVOO,GID-487PGH,8,7
HVID-3AWJ72,GID-KZYOT7,6,7
HVID-8S01KR,GID-05RGD4,8,8
HVID-9KAR8U,GID-DPI1MC,6,9
HVID-CBTB10,GID-FMXTYR,2,7
HVID-95A6T5,GID-FM6YCJ,7,7
HVID-FUQV6E,GID-O9169Z,8,8
HVID-NIQA86,GID-H1XUZH,6,6
HVID-7682NA,GID-QOB5D6,8,3
HVID-JJSWFQ,GID-QU6NJN,8,8
HVID-WBCC4J,GID-51RGVC,3,7
HVID-UJM3AF,GID-U9EYI1,0,8
HVID-GQM3QR,GID-CX6YIM,1,7
HVID-8AI4DP,GID-X0EJBU,2,8
HVID-W0QD0J,GID-74HBR6,3,7
HVID-JX0K2U,GID-0A4M5A,3,7
HVID-OLSIZ8,GID-64NBKH,9,9
HVID-5PPKG7,GID-B9BA72,6,7
HVID-Q9YWTL,GID-771OE2,0,3
HVID-DSH5ZY,GID-EAXPGI,5,1
HVID-QP83A7,GID-NOCJY1,9,9
HVID-MZSQPD,GID-OY5DMC,4,7
HVID-97IKMS,GID-0YNIYX,6,9
HVID-5431N6,GID-DWH7J1,4,5
HVID-2RUUKQ,GID-JUIDGV,8,9
HVID-ANW7C5,GID-EHB7VF,9,1
HVID-UTNVIV,GID-UY0QZ6,0,2
HVID-SRUCR1,GID-DB77WT,6,9
HVID-J1R1D1,GID-S9LFLV,0,7
HVID-VXT3VB,GID-GZNVH2,7,2
HVID-T4VZSN,GID-LN2GFL,4,7
HVID-MSCQD8,GID-GH1BBQ,2,9
HVID-LK8XV6,GID-QUA23Y,1,8
HVID-981JY6,GID-0QVWSY,1,9
HVID-7H5CKI,GID-VLETUY,1,8
HVID-83JBTC,GID-8S1PZP,8,9
HVID-LALDIR,GID-MVJDX0,2,9
HVID-N045CJ,GID-TPU2IQ,9,8
HVID-XVBM4E,GID-ZC8QRY,9,5
HVID-DWJNLH,GID-BXPJDT,4,8
HVID-DCPH5R,GID-54GKPS,5,8
HVID-TJZNXB,GID-MR9796,4,8
HVID-X4H69D,GID-OJX8YL,7,7
HVID-6G3X3C,GID-17ARHD,7,8
HVID-IVUYSJ,GID-QIR69G,9,6
HVID-8VSEMM,GID-Y345R2,0,3
HVID-FUF898,GID-WFJLBD,2,1
HVID-PVO7BG,GID-Z3EGDE,5,6
HVID-0EABW2,GID-5LY107,1,7
HVID-5DGJGG,GID-NKX9RW,8,8
HVID-R1N23W,GID-2UEHG3,7,9
HVID-JWC9PP,GID-9FNZ1N,6,7
HVID-SBF5AL,GID-B1YBPT,2,0
HVID-T8N0SJ,GID-EKWEDW,2,9
HVID-ZCN89B,GID-PP0A7G,8,6
HVID-XQY0L2,GID-7PABYZ,3,7
HVID-KZU6SI,GID-O8VXAC,6,8
HVID-B32R4S,GID-A2MHGX,5,4
HVID-HLQWSG,GID-35ZZNL,5,6
HVID-BWMI41,GID-354V0W,9,7
HVID-RRXLGM,GID-PGKWIP,5,3
HVID-VQR4XK,GID-ORXJ2H,9,8
HVID-DRC32Z,GID-HQPDS5,7,7
HVID-XJEK88,GID-R42SR2,6,7
HVID-1MYOG4,GID-G6W0JB,6,9
HVID-Y52WLD,GID-7HP0YW,1,8
HVID-YVG6HM,GID-98H53L,9,8
HVID-CY3XUT,GID-CUDII9,3,7
HVID-QG1QLZ,GID-GJME9T,2,4
HVID-CGL49F,GID-XDJP89,1,8
HVID-4RU5JJ,GID-VWGUR1,3,3
HVID-RYWEIL,GID-UGIFZ8,9,2
HVID-3FHNGT,GID-YIPGEB,7,9
HVID-K222B6,GID-RN9FXH,2,6
HVID-5MSS40,GID-W6QAJN,2,7
HVID-A8ZRC6,GID-VVARVE,4,8
HVID-VT96A1,GID-CP1P5R,3,8
HVID-5VHICF,GID-7LKQBP,7,8
HVID-7TQA84,GID-M53B6E,3,9
HVID-7R2N9F,GID-KAPMJH,0,7
HVID-NCWE38,GID-CQC60B,1,9
HVID-AVCQOD,GID-70FJ59,0,7
HVID-TO33RI,GID-YLQO3C,7,9
HVID-0U9EIX,GID-W8ZTW7,0,9
HVID-1CCRLT,GID-ROF5KO,1,3
HVID-M430BO,GID-D4W6TL,7,9
HVID-2OS3JL,GID-KZQITG,3,8
HVID-7MIKYQ,GID-0IEZ4C,1,7
HVID-VFSROG,GID-XPUKG0,9,2
HVID-MZ9NQW,GID-OZLZ9C,3,5
HVID-8WG9HG,GID-53FT8G,3,9
HVID-HMTWQL,GID-N8M40S,7,6
HVID-US3I8R,GID-SQTTES,7,8
HVID-9JEF77,GID-IEYT7C,1,2
HVID-G37I11,GID-1UDYBL,8,7
HVID-7AKS0Y,GID-6ZX36L,4,7
HVID-OK6NBB,GID-47LVLZ,6,7
HVID-E0SCE7,GID-4MYYF5,7,2
HVID-HSNKFI,GID-4VWXSN,3,8
HVID-8D48QG,GID-A1W43Q,8,3
HVID-PXZGUB,GID-0K6QAX,1,7
HVID-HJJQUT,GID-4D9L4P,1,6
HVID-J0I6EQ,GID-GLOAJ4,0,6
HVID-QPGD24,GID-XT7H0Y,9,8
HVID-1LTSGP,GID-I1MGVZ,7,8
HVID-6T5SFS,GID-UAP4GX,8,9
HVID-56Q3ZR,GID-4K8ZTD,1,8
HVID-V7M9WN,GID-PKXGEE,2,7
HVID-I22H18,GID-IC7MGO,6,8
HVID-S6MICM,GID-ERITG1,6,5
HVID-DK7T4V,GID-KINZB4,6,9
HVID-85ZPUO,GID-9G3EMZ,7,8
HVID-7RJUET,GID-XP6EUQ,9,8
HVID-CYB1MM,GID-F89NBZ,7,1
HVID-DVPXUW,GID-V0DENC,8,7
HVID-B3YVKP,GID-V3LK32,5,9
HVID-BAZX36,GID-JEW0IH,2,9
HVID-Y1OSOF,GID-JUK005,4,6
HVID-TMI79H,GID-EOBHC4,5,9
HVID-LCKAJF,GID-QFCSKL,7,1
HVID-JREW5Y,GID-9Q3WO1,8,8
HVID-NQC1PP,GID-TFL4XV,6,9
HVID-I8LECR,GID-ANW9H7,7,9
HVID-RTMS01,GID-2OG8YI,4,2
HVID-4BKZBN,GID-EM16LP,9,6
HVID-DIWLAB,GID-PLXPJU,6,7
HVID-HD16E8,GID-7JY7J4,5,8
HVID-WFWMPL,GID-BU8YMJ,9,6
HVID-VGHRDF,GID-FNVNZP,1,8
HVID-IPMKIP,GID-5RL4D2,0,8
HVID-8H2PBO,GID-443OFH,7,9
HVID-SIW5C6,GID-N2SZB6,7,4
HVID-V4VAO6,GID-XG78OA,7,8
HVID-ZXAS54,GID-WC07WK,4,9
HVID-TVGTWQ,GID-BSHMAY,0,9
HVID-BML6Y5,GID-3R4C5I,0,0
HVID-APO7GW,GID-1R50AQ,2,7
HVID-GIM2I5,GID-B4SJCT,9,8
HVID-8GBBFL,GID-KJ3XY2,6,7
HVID-85XDZL,GID-DVLJO5,6,7
HVID-MI54JM,GID-E00PQR,5,9
HVID-SHISK1,GID-5DUKYR,9,7
HVID-YAAPLE,GID-OI2YOO,9,1
HVID-G8T1HY,GID-P6RJAS,8,7
HVID-O1YAUD,GID-CO41M5,5,7
HVID-9WA9A6,GID-PWYAA9,7,9
HVID-EAHPFC,GID-A4WDRB,7,7
HVID-DHL5A8,GID-M5UJHE,9,6
HVID-575G59,GID-TA28H2,4,7
HVID-POP0P8,GID-YNF7L9,8,8
HVID-QTINLF,GID-O16QOT,2,9
HVID-NS4OD1,GID-OQA60S,6,8
HVID-TZL7RC,GID-EGY3OY,0,7
HVID-G5428I,GID-ERRIP3,6,7
HVID-XTDF6K,GID-YF8FC4,7,7
HVID-KZOA89,GID-AUZTOL,2,1
HVID-M262KA,GID-TVREI0,2,8
HVID-MTQ9AF,GID-RVZ6XZ,7,9
HVID-5KIEWQ,GID-0FKE62,0,7
HVID-85PJK1,GID-3UB48Z,6,9
HVID-F0IKN5,GID-CEQ6JP,9,4
HVID-7KPL84,GID-T5W31Q,3,7
HVID-PIDJ7Q,GID-79V8I6,8,6
HVID-VKNK8O,GID-M50FPW,9,7
HVID-HFLPWH,GID-NIK8B7,1,7
HVID-BJJHR1,GID-7Q4EVM,2,8
HVID-C9A3QS,GID-MYXBH3,4,0
HVID-TQ7M2O,GID-KOSH1I,1,8
HVID-IWVIM7,GID-N1BAJC,7,8
HVID-45YKWI,GID-MQVM0O,6,6
HVID-4KYJ6T,GID-WH97AR,9,8
HVID-KOMQRH,GID-D01YLY,2,3
HVID-C4HU1G,GID-LF58ME,6,1
HVID-807IS8,GID-ORNGYE,7,7
HVID-JTMYEX,GID-4NKUI2,7,0
HVID-ZEVZJ5,GID-P08M7B,7,7
HVID-857VET,GID-GLI82P,8,7
HVID-67Q4E8,GID-UUL5JW,9,7
HVID-HDWI3W,GID-CABN2C,7,8
HVID-NOFRWR,GID-SVNVA1,9,9
HVID-026ZIR,GID-A3RNSH,5,8
HVID-HW7G13,GID-OQP2XQ,5,3
HVID-07U4O4,GID-MRPM3S,4,8
HVID-CYGPWH,GID-UUA6FG,9,2
HVID-PZHDZM,GID-ICZ7FY,8,9
HVID-7MZ4LP,GID-4J7AFZ,0,7
HVID-T3UWEQ,GID-GMLX6T,8,1
HVID-OJ0VAE,GID-MQV858,8,7
HVID-HWEQ9C,GID-FIHOZD,1,9
HVID-DWDMRM,GID-L2U3QN,7,8
HVID-3JKGRO,GID-QKOA1N,6,2
HVID-5F6YUM,GID-38FY3M,5,3
HVID-3YLKSS,GID-5FYQ30,1,8
HVID-OS4MEH,GID-HEDU9T,7,4
HVID-0YDDLV,GID-MSPPET,6,6
HVID-BM8M1M,GID-WRVH1W,0,6
HVID-GRWCUZ,GID-28NTCN,0,7
HVID-AHFCZQ,GID-IYM6Q6,6,7
HVID-IVZL33,GID-RA4EAI,2,4
HVID-WMZBJ7,GID-VPAA55,7,4
HVID-QUE90L,GID-MLQI0Z,7,1
HVID-L8J6XW,GID-EN8FSQ,9,7
HVID-YJB3WE,GID-F906Y3,0,7
HVID-XOTGQO,GID-XXXNFQ,9,8
HVID-5ETQYQ,GID-CR9NND,5,6
HVID-ESWY61,GID-342IHW,0,9
HVID-M57S5T,GID-Y5GRN3,0,7
HVID-UF6UQC,GID-SXIBOI,1,8
HVID-DFOGNN,GID-VMHDJQ,2,4
HVID-HBZG7D,GID-73AN7U,7,9
HVID-P4I1M4,GID-2VS3NX,6,9
HVID-DU4XLF,GID-ZBVORT,9,7
HVID-K6FWN8,GID-HY03CZ,7,9
HVID-CMESEH,GID-VAKSMQ,9,0
HVID-HPVBUM,GID-7TUQXF,6,8
HVID-PYA806,GID-52UL86,6,8
HVID-J2N0OD,GID-BX9MLV,7,6
HVID-QYPOY2,GID-17WK40,1,6
HVID-FJWU90,GID-IIB0QQ,8,0
HVID-LGI2SI,GID-EA3Z9Y,6,7
HVID-IR704Z,GID-T31G3Y,8,7
HVID-W5QK01,GID-V07WT8,7,2
HVID-AMDXWV,GID-X3SHUF,8,9
HVID-JV7VZL,GID-VEFJZ3,8,8
HVID-I0BTQ4,GID-VP1XTB,5,2
HVID-5LPSPF,GID-SN1ILF,8,9
HVID-JPGC36,GID-X24X8M,6,1
HVID-E8PUYE,GID-DFVNU8,8,0
HVID-UGX56Q,GID-I4S9JO,8,9
HVID-4UF52M,GID-JUXYYG,1,3
HVID-NMI7SK,GID-VBV5DW,9,0
HVID-Q2GCWS,GID-KLG3T7,3,6
HVID-0GH591,GID-VFVLV4,0,8
HVID-6HSDYR,GID-DG49ZK,9,9
HVID-FDI53U,GID-ZVORJQ,3,6
HVID-GOCQZ7,GID-6X0J77,8,5
HVID-QY9O7K,GID-BLHSFN,9,7
HVID-0HWBNA,GID-LGXTQK,9,9
HVID-0FF2UG,GID-H3JP09,4,8
HVID-Y2OBAS,GID-STGHNQ,1,8
HVID-BGIR2S,GID-NFI0TP,0,9
HVID-VTL16O,GID-AN19I3,7,2
HVID-S2826V,GID-PWP1BN,5,1
HVID-846COE,GID-EC2IKE,9,7
HVID-YTMAHN,GID-ARMQIW,6,8
HVID-C3RW6T,GID-ASI9ZU,6,6
HVID-IL93QZ,GID-R7TQT6,1,7
HVID-OY8R87,GID-A5KCUS,5,1
HVID-D4F5C9,GID-CH3960,5,9
HVID-Y3EG4S,GID-1C0U3N,8,7
HVID-8VBDR3,GID-MATEQM,9,7
HVID-WM5GEI,GID-YAHGJT,6,3
HVID-94G23U,GID-JUGB7H,7,7
HVID-PJBQ6O,GID-ZUUZ7W,7,7
HVID-OWBBAF,GID-VLVDCT,9,8
HVID-2HPKOG,GID-UZLZNT,7,9
HVID-PVMOA0,GID-EI80MZ,6,5
HVID-AK92BD,GID-GNHAI2,0,8
HVID-96L5B8,GID-4DUCTI,8,8
HVID-0O0IBP,GID-VQ7O42,8,9
HVID-KB18QQ,GID-BV10NT,6,9
HVID-3KRRAE,GID-D0A0PK,7,3
HVID-VVYU9S,GID-MZNEU4,9,8
HVID-C8YAIE,GID-BOTNDA,6,4
HVID-HYS57U,GID-0XUBBZ,8,5
HVID-Q9E0XV,GID-XFU7UZ,7,9
HVID-3DLWQJ,GID-90CRMM,1,8
HVID-4XSYTM,GID-O4JAI1,6,9
HVID-FRCZJI,GID-L9HA66,8,8
HVID-FUZQU7,GID-JSCEVV,8,1
HVID-H21MQH,GID-MYMBEU,7,4
HVID-9Z8PQB,GID-4ELQA7,4,9
HVID-AKQ808,GID-ZVYRY3,8,4
HVID-8OE4CI,GID-2LIN8O,1,9
HVID-6GQ8UF,GID-840HEQ,5,7
HVID-0XHAL3,GID-B3KTGW,0,1
HVID-K9MBOY,GID-8020DY,2,9
HVID-AAI5WS,GID-CB9VUG,5,6
HVID-R8PZ9Z,GID-UQ6IMI,1,8
HVID-OL57AL,GID-VONOHW,2,9
HVID-UDMBWG,GID-T0LH6H,7,9
HVID-8RGSCC,GID-VC2GQW,2,7
HVID-RVDY20,GID-V9MS2P,5,6
HVID-FEN6VB,GID-POS94X,2,9
HVID-0097FZ,GID-ABTC6D,1,6
HVID-D5TGSN,GID-59W6VH,7,7
HVID-2M6FZS,GID-CEM0UF,6,3
HVID-GQRRIF,GID-2RO3T6,4,8
HVID-2GWSS7,GID-Y9UM6E,7,7
HVID-BTM3RA,GID-OOHUU2,8,8
HVID-AT4CG5,GID-0WAXF3,8,8
HVID-67H25F,GID-KCO80Z,8,8
HVID-EFFBD0,GID-0PSYZ9,9,6
HVID-DVI2N3,GID-60TR5W,9,7
HVID-B3WBX2,GID-N1YN40,9,9
HVID-FIGQBA,GID-PXNG5A,5,9
HVID-00ZIUR,GID-K6B2LQ,8,5
HVID-HOLV2N,GID-CA219B,0,7
HVID-O8GCSY,GID-WJ822H,7,8
HVID-GKSDU0,GID-QBAF0N,8,8
HVID-FO8H62,GID-9Z41A4,5,7
HVID-32MAB3,GID-YHXGCK,6,8
HVID-YXBLGW,GID-WAAKN6,7,9
HVID-QNW1RN,GID-BI4OJ2,9,7
HVID-I6N6MY,GID-ORYKWZ,0,7
HVID-I9NPFJ,GID-C102SH,6,2
HVID-H0OQOH,GID-9YO7XV,9,1
HVID-Q4KGH2,GID-QR7O29,6,7
HVID-9PE77W,GID-RX3SUR,7,9
HVID-YTD72W,GID-VPKSQP,2,9
HVID-43P44B,GID-J05UKD,7,2
HVID-F42V0X,GID-U0LJP4,3,9
HVID-XMXKF8,GID-UGTX1J,4,5
HVID-I21M2I,GID-OXGLRL,1,6
HVID-MLIYBD,GID-23XE9D,7,7
HVID-Q4M75F,GID-53YS20,2,8
HVID-L7HKSD,GID-JB8YYN,8,9
HVID-R3FG25,GID-Q7MDF8,4,2
HVID-L7QQ6Z,GID-T1XR3I,9,9
HVID-QBWR79,GID-JUXR8V,7,1
HVID-F4LNT1,GID-O4OI18,9,9
HVID-64RB82,GID-ZBJQMI,9,7
HVID-IYBCB6,GID-TAF1VF,5,1
HVID-HTL984,GID-194393,7,7
HVID-LY3D8L,GID-UULULO,3,7
HVID-IX9L25,GID-XJ98RI,9,3
HVID-6NBJZ7,GID-CNC7XV,4,9
HVID-QMXI6M,GID-ZON70V,4,7
HVID-5GEU3H,GID-IS9HTX,3,7
HVID-ZPKBPG,GID-2MM2CZ,3,8
HVID-468XV8,GID-HB3ST7,1,4
HVID-9A6CPN,GID-WJNPC0,7,9
HVID-8UGHHX,GID-TL5BTE,6,8
HVID-F30297,GID-WVGMAV,5,7
HVID-BA26AR,GID-JG439G,8,8
HVID-MTLBXG,GID-SNU940,7,6
HVID-1R18T2,GID-BLE360,6,2
HVID-1WUJIO,GID-9W8U6U,2,7
HVID-0X7NZM,GID-WMV7WC,8,8
HVID-ZY8PKI,GID-FLTKXC,7,7
HVID-V7EY09,GID-5B273B,7,0
HVID-NYS6I7,GID-UTZRJX,6,8
HVID-S5X1VF,GID-AVEJC6,9,8
HVID-0QOAHW,GID-B9F5WD,6,3
HVID-OHN59Y,GID-PH9HJG,9,7
HVID-40A3FY,GID-Q12R46,9,0
HVID-1YYY6H,GID-52KE8X,7,1
HVID-ODPBRR,GID-CW4N34,1,8
HVID-I0J6KY,GID-J87WRF,0,8
HVID-O2ESIO,GID-N1ZF3C,9,8
HVID-F79N4M,GID-KXP4A5,7,8
HVID-DVA5MK,GID-7KLOWE,9,7
HVID-708S22,GID-KT2HZI,9,7
HVID-01PNK0,GID-45ZF5Z,2,9
HVID-7HD3RF,GID-1SD5ZO,7,9
HVID-GBJBHD,GID-395PRL,8,8
HVID-44FGJI,GID-H6J6ZU,4,2
HVID-A7DEPC,GID-J6ALH8,7,8
HVID-IQWHUY,GID-Z0P420,8,7
HVID-9ABI9I,GID-PM80Y1,9,9
HVID-N7JPD9,GID-RUOKAJ,9,9
HVID-K5WL54,GID-TOK3YX,0,1
HVID-96QAUR,GID-IL53X4,7,9
HVID-CTYNZ4,GID-ES1WRF,6,8
HVID-57EHLO,GID-5MJ4PH,8,7
HVID-FDPB2I,GID-PG9YI9,9,9
HVID-367ZJ8,GID-BP3T7M,8,8
HVID-VZX01W,GID-X5SRSS,3,7
HVID-4U44BJ,GID-I7GV1O,1,8
HVID-ACNFLO,GID-7R27KC,1,7
HVID-7FB540,GID-9LY5W9,3,9
HVID-FKCBG2,GID-59P43D,7,7
HVID-ISB2ZT,GID-RKYZER,8,8
HVID-MEFKDI,GID-E7JNPN,8,7
HVID-DRPYFX,GID-FPBAPQ,4,7
HVID-ZLC3N4,GID-MOHOEH,4,7
HVID-UT1EZR,GID-TO6FS1,6,0
HVID-640028,GID-BBZF7K,6,7
HVID-UO0Z64,GID-PJFC0K,7,6
HVID-1EXQ0L,GID-RONCV2,9,9
HVID-F3BCWP,GID-K2JVNN,9,8
HVID-ULVU0C,GID-7T2ZQX,6,4
HVID-2J18NS,GID-P1QDI3,9,7
HVID-E2V9Y5,GID-27AUBW,4,7
HVID-3TGI6G,GID-V7E5CN,8,7
HVID-5VRR8H,GID-FCLP68,8,8
HVID-83EZQ0,GID-IENZ4H,6,8
HVID-J3V6T1,GID-WGBEMH,8,8
HVID-QW5BJ2,GID-14LMUA,9,8
HVID-JHNEYG,GID-VTTSNG,3,7
HVID-0RANNQ,GID-KBLZQA,7,8
HVID-090OAX,GID-OH253A,6,6
HVID-G5MFD3,GID-ESG44S,7,7
HVID-1J8LPX,GID-G4H8EL,9,9
HVID-FQUFGD,GID-YM72MQ,6,9
HVID-95RTOX,GID-IITEJE,3,9
HVID-JJR7OL,GID-X2YCRE,9,9
HVID-3CEBFK,GID-K18NKN,7,7
HVID-EK3TN8,GID-2I9JN0,0,9
HVID-5T18CH,GID-PM62AJ,9,9
HVID-W1L333,GID-E4ZNE6,3,9
HVID-6KTAZZ,GID-N0HFSW,8,5
HVID-PWIJL4,GID-03Q981,9,9
HVID-8IWPFC,GID-BU91H4,9,9
HVID-0TVYM5,GID-YROHXN,7,8
HVID-KNWHT7,GID-TB852Q,6,9
HVID-WAAYIH,GID-4FZQU4,9,7
HVID-914NUV,GID-I5QVI7,7,8
HVID-37F0BS,GID-N5A6QI,6,9
HVID-2H1VQV,GID-AFAQ7C,5,8
HVID-9N8VFP,GID-S4KC2K,2,6
HVID-BBTDQI,GID-QQ7JGO,3,9
HVID-IW8O0D,GID-7UZAY6,5,7
